id,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,U1_I2,U1_I1,T2_I2a,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,1,2048,8,1,1.4996060508247653,False,DLMT,17,1,2048,35,128,1,12,1,32,0.00015853152651116467,1.4996585714285717,True,64,32,1,1.4997110920323782,256
2,16,1024,1,32,1.5447059784443695,False,DLMT,2,1,256,35,2048,24,1,32,1,0.0001578875859461837,1.5447582857142856,True,256,32,64,1.5448105929842018,256
3,64,256,1,32,1.575905340708584,False,DLMT,26,1,1024,35,256,26,1,1,32,7.874526224816446e-05,1.5759314285714285,True,16,256,128,1.5759575164342732,2048
4,1,512,32,1,1.490783642156864,False,DLMT,1,20,1024,35,2048,1,15,1,1,0.00012009384085889718,1.4908234285714288,True,32,512,128,1.4908632149859935,2048
5,64,2048,8,1,1.528473085748899,False,DLMT,1,25,256,35,256,1,7,8,8,0.00011832366540942024,1.5285122857142857,True,1,1,16,1.5285514856796723,256
6,1,64,8,1,1.6635327143699536,False,DLMT,1,3,1,35,256,19,1,8,1,0.00010737080513769782,1.6635682857142857,True,16,1,64,1.6636038570586178,2048
7,16,64,32,1,1.64959049539685,False,DLMT,1,29,2048,35,128,1,30,1,1,8.905856820895354e-05,1.64962,True,256,1,1,1.64964950460315,2048
8,256,512,1,8,1.541374288191334,False,DLMT,29,1,1024,35,256,1,27,8,8,8.795917420332985e-05,1.5414034285714284,True,16,512,16,1.541432568951523,2048
9,1,128,1,32,1.611934003348638,False,DLMT,24,1,256,35,1,9,1,32,1,0.00011382908777851892,1.6119717142857144,True,16,1,64,1.6120094252227908,1
10,16,2048,32,1,1.4961981404274933,False,DLMT,10,1,512,35,2048,18,1,1,32,8.323068507934333e-05,1.4962257142857145,True,512,512,32,1.4962532881439357,1
11,1,512,32,1,1.112798407779217,False,DLMT,26,1,1,35,64,15,1,8,8,4.189004070424569e-05,1.1128122857142857,True,1,128,1,1.1128261636493544,1
12,1,1,1,1,1.113699460712788,False,DLMT,15,1,64,35,1024,26,1,32,1,7.23461069006078e-05,1.1137234285714284,True,16,256,512,1.1137473964300688,2048
13,128,1,1,8,1.4881536516500407,False,DLMT,1,27,256,35,1024,13,1,1,32,9.333022346616784e-05,1.4881845714285713,True,1,64,64,1.488215491207102,2048
14,128,2048,32,1,1.4852778473383614,False,DLMT,2,1,256,35,1,1,2,8,1,0.00011429999910724309,1.4853157142857145,True,128,256,512,1.4853535812330676,2048
15,32,1024,8,1,1.1350341369763326,False,DLMT,1,30,2048,35,1,28,1,8,1,0.00021346624261155264,1.1351048571428572,True,1,64,256,1.135175577309382,256
16,32,2048,1,32,1.5414622741417014,False,DLMT,17,1,1,35,2048,15,1,8,1,0.00010524994546509663,1.541497142857143,True,32,256,1,1.5415320115725843,512
17,16,2048,8,1,1.5044780591149707,False,DLMT,13,1,2048,35,512,1,30,1,32,0.00014729506690549176,1.5045268571428574,True,1,128,128,1.504575655170744,1
18,512,2048,8,8,1.5097947906460365,False,DLMT,1,26,1,35,1024,1,18,32,1,0.00017182192965452408,1.5098517142857142,True,128,32,1,1.5099086379253919,2048
19,512,1,32,1,1.3536820326477987,False,DLMT,29,1,2048,35,512,1,10,32,1,7.665666897247646e-05,1.3537074285714288,True,32,16,256,1.3537328244950588,64
20,1,1024,8,8,1.474863406594043,False,DLMT,29,1,1,35,64,1,6,1,1,7.682155309813991e-05,1.4748888571428571,True,512,64,64,1.4749143076916713,2048
21,256,1,32,1,1.4782461699624516,False,DLMT,27,1,512,35,1024,30,1,1,1,7.796702599727576e-05,1.478272,True,1,32,1,1.4782978300375484,256
22,512,2048,1,8,1.5026138721037903,False,DLMT,1,16,2048,35,1024,29,1,8,1,0.00016165824369670495,1.5026674285714285,True,512,16,64,1.5027209850390668,256
23,128,64,8,8,1.487164047381526,False,DLMT,8,1,2048,35,128,12,1,32,1,0.000568190540044389,1.4873522857142856,True,1,256,32,1.4875405240470452,512
24,16,2048,1,1,1.4558438476406885,False,DLMT,1,3,2048,35,256,1,30,1,8,5.048014360084266e-05,1.4558605714285717,True,32,16,128,1.455877295216455,64
25,64,1,8,8,1.4801147966538393,False,DLMT,1,1,2048,35,2048,1,8,8,8,0.00013644465125882744,1.4801600000000001,True,512,64,512,1.480205203346161,256
26,128,256,1,8,1.5012488708217357,False,DLMT,24,1,1,35,2048,2,1,1,32,8.62005255914733e-05,1.5012774285714285,True,32,1,1,1.5013059863211213,128
27,512,64,1,32,1.6013044507910388,False,DLMT,11,1,64,35,1024,1,17,8,8,8.919320922260616e-05,1.601334,True,1,64,64,1.6013635492089613,64
28,32,512,1,1,1.5376081303990043,False,DLMT,1,17,1,35,512,23,1,1,1,0.00010999591829161543,1.5376445714285716,True,512,1,512,1.5376810124581388,1024
29,64,64,1,32,1.5436426059692898,False,DLMT,1,17,2048,35,512,1,4,1,8,7.923820970687692e-05,1.5436688571428572,True,1,256,1,1.5436951083164245,1
30,512,1,1,32,1.5435290565976354,False,DLMT,2,1,512,35,1,29,1,1,32,0.00017274400075232766,1.5435862857142857,True,512,1,16,1.543643514830936,128
31,128,1,8,8,1.464856760461646,False,DLMT,1,19,1,35,1,30,1,1,8,5.807384461676616e-05,1.464876,True,128,16,32,1.464895239538354,1
32,1,2048,8,8,1.4633240828637206,False,DLMT,1,30,256,35,128,21,1,1,8,0.00015757239994518437,1.463376285714286,True,1,256,512,1.4634284885648514,256
33,128,1024,1,1,1.5676673966132082,False,DLMT,1,30,1,35,1,1,17,1,32,0.00011824775098176603,1.5677065714285714,True,512,512,32,1.5677457462439346,1024
34,512,128,1,1,1.456591404611454,False,DLMT,24,1,2048,35,2048,5,1,1,8,4.49180659986867e-05,1.4566062857142859,True,256,32,32,1.4566211668171176,2048
35,32,128,1,8,1.5133245911626723,False,DLMT,8,1,256,35,1,1,13,1,1,0.00010774270182208069,1.5133602857142858,True,1,16,1,1.5133959802658994,1
36,512,2048,1,8,1.7106094959333962,False,DLMT,1,1,2048,35,2048,30,1,1,1,0.00010069959365988269,1.7106428571428571,True,1,1,16,1.710676218352318,2048
37,128,1,1,32,1.598924734409908,False,DLMT,1,19,1,35,1,1,2,1,32,0.00016078024043483558,1.598978,True,512,1,512,1.599031265590092,1024
38,64,1,1,1,1.5067548066859324,False,DLMT,1,29,256,35,512,1,1,32,1,7.60450994006651e-05,1.5067800000000002,True,32,512,64,1.506805193314068,1
39,512,1024,8,1,1.4931196607897177,False,DLMT,1,16,256,35,512,9,1,1,1,7.864152717183191e-05,1.4931457142857145,True,64,128,512,1.4931717677817113,1
40,1,128,8,1,1.4985524421231842,False,DLMT,1,12,64,35,64,1,30,32,1,0.00010819257207895373,1.4985882857142858,True,16,512,16,1.4986241293053875,512
41,128,2048,8,1,1.0946655903470859,False,DLMT,29,1,1024,35,1,12,1,1,8,5.6431283840759885e-05,1.0946842857142858,True,1,16,512,1.0947029810814857,2048
42,512,64,1,32,1.6188765450202436,False,DLMT,30,1,1,35,2048,1,27,8,1,6.907316440425438e-05,1.6188994285714284,True,512,256,1,1.6189223121226133,1
43,1,1,1,1,1.1048390101324888,True,DLMT,1,1,1,35,1,1,1,1,1,0.0001556358911442017,1.1048905714285713,True,1,1,1,1.1049421327246538,1
44,1,1024,1,1,1.504715772621671,False,DLMT,1,19,128,35,1,27,1,32,1,0.00012142487389329265,1.504756,True,1,128,1,1.5047962273783289,2048
45,512,2048,8,1,1.4912120507276596,False,DLMT,1,20,1,35,1,30,1,8,8,6.711549594481446e-05,1.4912342857142857,True,256,64,1,1.4912565207009119,128
46,64,1,32,1,1.461611085538566,False,DLMT,1,2,2048,35,2048,1,1,1,8,6.916646586315207e-05,1.4616339999999999,True,256,16,1,1.4616569144614338,2048
47,32,2048,1,1,1.5553913276394629,False,DLMT,1,25,2048,35,256,1,26,1,8,0.00034958400934801743,1.555507142857143,True,128,512,1,1.555622958074823,1024
48,1,1,1,1,1.502511258600606,False,DLMT,1,29,1,35,128,1,1,8,1,0.0001591979899370809,1.502564,True,512,32,1,1.502616741399394,128
49,16,64,8,1,1.4602784822880528,False,DLMT,1,13,512,35,1,5,1,1,8,0.00012876937143751197,1.460321142857143,True,256,1,1,1.4603638034262332,256
50,32,1,32,1,1.6153822280740773,False,DLMT,1,1,64,35,256,30,1,1,1,0.00014161056111888787,1.615429142857143,True,64,1,1,1.6154760576402087,1024
51,32,512,1,1,1.1402731221771136,False,DLMT,1,26,1,35,2048,3,1,32,1,0.00013977416187023944,1.1403194285714287,True,1,1,1,1.1403657349657437,256
52,16,64,32,1,1.5136649579772226,False,DLMT,1,13,2048,35,2048,1,28,8,1,9.024954067382167e-05,1.513694857142857,True,64,1,1,1.5137247563084915,1
53,1,128,1,1,1.0965296250408407,False,DLMT,1,7,2048,35,64,26,1,1,1,7.012525237322786e-05,1.096552857142857,True,1,128,1,1.0965760892448735,512
54,1,512,8,1,1.4773924933980558,False,DLMT,1,24,2048,35,512,1,8,1,32,0.0001477090355518987,1.4774414285714286,True,512,256,1,1.4774903637448014,1
55,512,128,1,1,1.511817706288406,False,DLMT,1,28,128,35,1,30,1,32,1,7.764177289294989e-05,1.5118434285714286,True,128,512,1,1.5118691508544513,1
56,1,2048,32,1,1.5941227781211111,False,DLMT,1,24,2048,35,2048,8,1,32,1,9.07924297842026e-05,1.594152857142857,True,64,16,1,1.5941829361646027,2048
57,128,128,1,1,1.5750833742182913,False,DLMT,1,15,256,35,128,1,17,8,8,7.51944418267189e-05,1.5751082857142855,True,1,128,1,1.5751331972102798,2048
58,512,1,32,1,1.4814973999269474,False,DLMT,1,24,2048,35,1,1,13,8,8,8.632827710880822e-05,1.481526,True,1,256,1,1.4815546000730524,2048
59,512,512,1,1,1.5746054462882997,False,DLMT,1,3,2048,35,2048,1,29,1,8,6.549030150972086e-05,1.5746271428571428,True,256,1,1,1.5746488394259859,1
60,128,2048,1,1,1.565770051013937,False,DLMT,1,12,1,35,128,1,15,32,1,0.00014473226513610186,1.565818,True,512,1,1,1.565865948986063,2048
61,512,2048,8,1,1.470397991370513,False,DLMT,1,1,256,35,1024,1,5,8,1,6.815708147435461e-05,1.4704205714285714,True,128,512,1,1.4704431514866299,1024
62,32,1,8,1,1.4804705321379767,False,DLMT,1,30,128,35,512,17,1,1,8,4.410192276802373e-05,1.4804851428571426,True,1,128,1,1.4804997535763085,1
63,32,256,32,1,1.506995511935933,False,DLMT,1,21,1024,35,2048,1,30,8,8,7.132907355834374e-05,1.507019142857143,True,512,512,1,1.5070427737783527,1
64,1,512,32,1,1.5270035863172846,False,DLMT,1,2,1,35,2048,1,14,1,8,9.783951874663383e-05,1.527036,True,16,64,1,1.5270684136827155,2048
65,32,1,8,1,1.488752392562706,False,DLMT,1,4,2048,35,64,1,24,32,1,5.400982525882227e-05,1.488770285714286,True,64,32,1,1.488788178865866,256
66,256,128,1,1,1.4648572866818166,False,DLMT,1,16,1,35,2048,18,1,1,1,0.0001780864270802373,1.4649162857142857,True,512,256,1,1.4649752847467548,2048
67,128,128,32,1,1.5061894806408123,False,DLMT,1,16,64,35,1024,1,2,32,1,0.00010592026265459133,1.5062245714285716,True,32,128,1,1.506259662216331,256
68,128,2048,32,1,1.4899409742850547,False,DLMT,1,1,2048,35,2048,15,1,8,1,0.00010486142459144638,1.4899757142857142,True,512,64,1,1.4900104542863737,128
69,256,1,8,1,1.4985664386536166,False,DLMT,1,18,256,35,2048,1,16,1,32,0.00011596480817340248,1.4986048571428572,True,32,512,1,1.4986432756320978,512
70,64,256,8,1,1.5475091857030654,False,DLMT,1,30,2048,35,256,29,1,1,1,5.247817816650065e-05,1.5475265714285713,True,64,32,1,1.5475439571540772,2048
71,512,1,1,1,1.5922348801924129,False,DLMT,1,16,1,35,512,1,30,1,32,0.000529455168555556,1.592410285714286,True,256,256,1,1.592585691236159,512
72,128,2048,1,1,1.4801137109415328,False,DLMT,1,15,2048,35,1,5,1,1,32,0.00010005059944339053,1.4801468571428569,True,64,32,1,1.480180003344181,1
73,1,256,32,1,1.5684280872539107,False,DLMT,1,29,2048,35,256,11,1,8,8,3.940786205615104e-05,1.5684411428571428,True,64,1,1,1.5684541984603748,1024
74,32,128,32,1,1.4961311852935084,False,DLMT,1,28,64,35,1,1,16,1,32,0.00018874148176482137,1.4961937142857145,True,64,1,1,1.4962562432779205,512
75,512,128,32,1,1.7930204511176597,False,DLMT,1,3,1,35,512,6,1,1,1,7.108144222349623e-05,1.7930439999999999,True,16,512,1,1.79306754888234,1
76,512,1024,32,1,1.5810004806847962,False,DLMT,1,2,128,35,1,1,30,32,1,0.0002753852959482182,1.5810917142857142,True,16,512,1,1.5811829478866322,1024
77,16,2048,8,1,1.4896961341267132,False,DLMT,1,30,128,35,2048,1,30,1,1,0.00010739741189447026,1.4897317142857143,True,1,64,1,1.4897672944447153,2048
78,128,128,8,1,1.484883986418636,False,DLMT,1,9,512,35,512,30,1,1,32,8.973248223106145e-05,1.4849137142857143,True,1,1,1,1.4849434421527925,256
79,512,2048,32,1,1.4918978749676506,False,DLMT,1,23,512,35,1024,1,16,1,1,0.00013491463665472444,1.4919425714285715,True,512,32,1,1.4919872678894923,256
80,1,512,1,1,1.4543182192460091,False,DLMT,1,4,1024,35,2048,1,4,1,1,4.1596703166087294e-05,1.454332,True,1,64,1,1.4543457807539908,128
81,512,1,1,1,1.0940594557185908,False,DLMT,1,1,2048,35,512,24,1,32,1,4.735105541567677e-05,1.0940751428571431,True,1,32,1,1.0940908299956955,128
82,32,2048,8,1,1.548079892319043,False,DLMT,1,1,256,35,128,29,1,8,1,5.465737435542402e-05,1.5480979999999998,True,64,16,1,1.5481161076809564,128
83,64,1,32,1,1.5052405692474995,False,DLMT,1,29,1,35,256,2,1,8,8,9.83222523446469e-05,1.5052731428571429,True,128,32,1,1.5053057164667862,128
84,16,1024,1,1,1.524790981129219,False,DLMT,1,21,2048,35,1024,1,30,1,1,0.0001505489275678741,1.5248408571428569,True,1,32,1,1.5248907331564947,128
85,1,128,8,1,1.4720376688116261,False,DLMT,1,23,256,35,256,8,1,1,1,0.00010535227591664644,1.4720725714285712,True,128,32,1,1.4721074740455162,128
86,64,128,1,1,1.475555786422642,False,DLMT,1,4,512,35,2048,4,1,1,32,0.00020503777650941662,1.475623714285714,True,512,1,1,1.475691642148786,128
87,512,2048,1,1,1.5770658396380628,False,DLMT,1,30,256,35,1,1,30,8,8,0.00013847095031678815,1.577111714285714,True,128,1,1,1.5771575889333653,128
88,512,512,32,1,1.1220779389119704,False,DLMT,1,6,2048,35,1,1,1,8,1,4.071804493924199e-05,1.1220914285714285,True,32,128,1,1.1221049182308866,128
89,1,512,8,1,1.5477981614979348,False,DLMT,1,29,1024,35,2048,30,1,32,1,7.713015768486518e-05,1.5478237142857143,True,512,16,1,1.5478492670734938,128
90,128,2048,8,1,1.1029711526061599,False,DLMT,1,18,1,35,1,29,1,1,1,0.00011553460476393395,1.1030094285714287,True,1,32,1,1.1030477045366975,128
91,1,1,32,1,1.1950321121412288,False,DLMT,1,29,2048,35,2048,18,1,1,8,8.762815687638701e-05,1.1950611428571432,True,32,1,1,1.1950901735730575,128
92,128,2048,8,1,1.484204151455667,False,DLMT,1,1,2048,35,512,12,1,1,32,0.00010130817804491036,1.4842377142857144,True,512,32,1,1.4842712771157618,128
93,256,256,32,1,1.268455498912713,False,DLMT,1,12,1024,35,2048,30,1,1,32,8.689191033481045e-05,1.2684842857142857,True,32,64,1,1.2685130725158584,128
94,1,1024,8,1,1.5124087649656301,False,DLMT,1,14,256,35,1,6,1,32,1,0.00024089289685480788,1.5124885714285714,True,32,128,1,1.5125683778915127,128
95,16,2048,8,1,1.4580911139425974,False,DLMT,1,29,2048,35,256,1,15,1,32,6.735589303489729e-05,1.4581134285714286,True,1,1,1,1.4581357432002597,128
96,1,128,8,1,1.488848790358302,False,DLMT,1,25,1,35,2048,1,20,1,32,0.00015112476262199259,1.4888988571428572,True,32,32,1,1.4889489239274123,128
