id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,2048,16,DLMT,4,4,True,8,4,0.0034537950141835735,True,32,512,16,False,2.397959355007611,256,1,2048,1,False,True,False,16,False,2,False,256,False,16,16,256,True,4,1,16,1,1,12,1,False,10,2.402240644992389,4,2.4001,8,2,1,True,256,16,12,2048,True,12,1,32,1
2,32,2048,DLMT,32,1,True,4,32,0.00024004999479276787,False,64,2,4,False,2.961805218205723,16,8,1,128,True,True,False,4,True,128,True,128,True,16,8,1024,True,1,8,1,16,4,4,1,False,10,2.962102781794277,4,2.961954,16,2,32,True,16,512,12,128,False,8,4,8,1
3,4,512,DLMT,4,1,True,1,2,0.002950733637589166,False,16,8,1,False,3.212112149949768,8,1,64,16,True,False,True,64,True,1,True,256,True,4,12,64,False,8,1,1,4,4,1,1,False,10,3.2157698500502314,16,3.2139409999999997,16,8,4,True,512,2048,16,1,False,4,2,32,1
4,256,1,DLMT,2,2,False,4,8,0.0002639772717489197,True,2,4,8,False,2.225980388198329,1,16,512,4,False,False,True,8,True,1,False,1,True,4,12,512,False,16,1,1,8,1,1,12,False,10,2.2263076118016714,4,2.226144,1,4,8,True,16,256,12,8,True,16,16,2,1
5,8,1024,DLMT,32,1,False,4,16,0.00017961069010502786,True,1,1,2,True,2.659518678186524,2,128,128,16,True,False,False,1,True,1,False,1024,False,8,1,2048,True,1,12,1,4,1,1,4,False,10,2.659741321813476,16,2.65963,8,1,32,True,2048,16,1,256,False,1,32,1,16
6,64,2,DLMT,1,32,True,1,4,0.00015559241626762356,False,4,4,8,False,2.8287345645933333,1,1,256,512,False,True,False,4,True,16,True,16,True,4,16,1,False,1,1,16,1,4,1,1,False,10,2.828927435406667,16,2.828831,8,1,1,True,1,8,1,1,True,12,4,2,1
7,32,8,DLMT,16,4,True,16,2,0.0001415944914183406,True,1,4,2,False,4.326233240437618,2048,4,64,256,True,True,False,8,True,16,False,16,False,12,4,2048,False,1,16,12,1,12,1,16,False,10,4.326408759562383,1,4.326321,12,1,1,True,2048,128,8,4,False,1,16,4,1
8,1,1024,DLMT,8,2,True,16,16,0.0012626959253913687,False,64,16,16,True,2.730300387338131,8,2,128,128,False,True,False,1,False,4,True,512,False,4,4,128,False,8,1,16,1,12,16,1,False,10,2.731865612661869,1,2.731083,12,1,8,True,4,64,16,128,True,8,4,4,1
9,512,8,DLMT,32,32,True,4,64,0.0004667386849190309,True,32,1,2,False,2.7109557176817027,4,1,1024,2048,True,False,False,64,False,2,True,64,True,1,8,1024,False,16,1,4,1,16,1,4,False,10,2.711534282318297,1,2.711245,1,16,8,True,2048,512,12,4,False,12,1,1,1
10,16,128,DLMT,1,16,True,2,256,0.00011367057666788615,False,2,1,4,True,3.673946547541262,512,16,128,1,True,False,True,256,False,1,False,128,False,8,16,2048,True,12,1,1,4,12,1,12,False,10,3.674087452458738,4,3.674017,12,8,8,True,256,512,1,32,False,16,2,2,1
11,32,2,DLMT,8,16,True,1,32,0.00010910545357592352,True,1,2,4,True,2.4632183769818763,16,2,128,32,True,True,False,512,True,64,False,64,True,12,12,1,True,1,12,1,1,16,8,1,False,10,2.463353623018124,12,2.463286,1,8,4,True,1,512,8,1,True,1,4,32,8
12,512,2048,DLMT,2,2,False,1,8,0.00020114919835779608,True,1,1,32,False,3.9462283287261055,32,32,1024,4,True,True,True,128,True,2,False,128,False,12,16,256,True,1,1,1,1,8,8,1,False,10,3.946477671273894,8,3.9463529999999998,16,1,32,True,256,1,12,4,False,1,4,4,1
13,8,512,DLMT,2,2,False,32,1,0.0006867466781863481,False,32,4,8,True,1.6358313578204084,32,4,512,32,False,False,False,16,False,2048,True,1,False,1,4,1,True,1,8,8,1,16,8,1,False,10,1.6366826421795917,8,1.636257,12,1,32,True,32,4,8,1,True,4,32,1,1
14,8,256,DLMT,8,1,True,8,64,0.0001553576518874992,True,256,32,8,False,2.1255817100991297,16,8,2048,512,False,False,False,256,False,512,True,1,False,16,12,1024,False,4,1,1,16,8,1,4,False,10,2.1257742899008707,8,2.125678,12,4,1,True,512,64,8,128,True,1,2,16,4
15,4,2048,DLMT,32,8,False,4,4,0.00011739250401959841,False,128,1,2,True,1.841300240709179,4,1,128,1024,True,False,False,32,False,32,False,64,False,1,16,16,True,1,16,4,1,1,12,1,False,10,1.8414457592908213,4,1.8413730000000001,8,16,8,True,32,2048,4,2,True,1,32,4,12
16,2,128,DLMT,16,1,True,16,2,0.00031287217837325015,False,32,4,2,False,4.137245083378097,2,32,256,2048,True,False,False,8,True,16,True,128,True,4,1,2,False,1,1,8,1,1,12,1,False,10,4.137632916621902,8,4.137439,12,1,1,True,512,128,1,4,False,1,1,1,16
17,64,512,DLMT,8,1,True,16,1,0.0024132210839456964,False,2,1,16,False,3.3359362975603175,2,512,128,16,False,True,False,256,False,1,False,2,False,12,4,2048,False,1,16,1,16,1,12,1,False,10,3.338927702439682,12,3.3374319999999997,12,32,4,True,1,2048,8,256,False,8,2,2,1
18,8,64,DLMT,1,1,True,8,2048,0.001811711897626116,False,128,1,2,True,2.4201471099658844,16,2,256,1024,False,True,False,16,True,32,True,512,False,16,12,1024,False,12,1,1,1,16,1,12,False,10,2.422392890034116,4,2.4212700000000003,12,8,2,True,2048,1,12,4,True,8,16,4,1
19,1,1,DLMT,4,32,True,1,8,0.0002045507272047832,True,1024,16,16,True,2.4882302204754243,512,2048,2048,1024,False,False,False,512,False,2,False,16,False,1,8,1024,False,16,1,1,16,1,1,1,False,10,2.488483779524576,16,2.488357,1,32,4,True,2048,32,12,512,True,1,16,1,4
20,2048,128,DLMT,2,4,False,32,4,0.0018482924552137335,False,1,2048,2,True,1.8549194375180125,2048,16,1,32,True,True,False,4,True,16,False,16,True,1,16,1,True,16,1,8,1,1,4,1,False,10,1.8572105624819872,4,1.8560649999999999,16,2,1,True,32,16,8,1,True,1,32,4,12
21,2,1,DLMT,32,2,True,1,1,0.00014749915253992404,False,2048,64,2,True,1.8241065807579864,1,64,16,2048,True,False,True,8,True,4,False,1,False,12,12,16,False,8,1,1,16,12,1,1,False,10,1.8242894192420132,4,1.8241979999999998,12,32,2,True,8,64,16,512,True,1,1,32,12
22,2,8,DLMT,1,16,True,1,64,0.00020012246250740654,True,128,128,32,False,5.470266965091885,1,1,2048,1,False,True,True,2,True,16,True,1,False,1,8,8,True,4,1,16,1,16,1,8,False,10,5.470515034908115,4,5.470391,1,32,1,True,1024,256,16,1024,False,8,4,16,1
23,512,64,DLMT,16,1,False,2,128,0.001011662493127042,False,4,1,1,True,3.079275976612391,1,32,1,2048,True,True,False,2,True,1024,False,1024,True,16,4,1,True,1,8,4,1,4,1,16,False,10,3.0805300233876087,8,3.079903,1,16,8,True,1024,1,4,2048,True,1,8,1,16
24,2,32,DLMT,32,8,False,16,1,8.637708029329628e-05,True,2,32,2,True,3.5366494639147295,2,8,8,16,False,True,False,1,True,2048,True,2048,True,4,12,1024,False,1,4,16,1,16,1,12,False,10,3.536756536085271,12,3.536703,12,4,32,True,64,2048,12,2048,False,1,8,1,8
25,8,4,DLMT,1,2,True,4,1024,9.293008124392683e-05,True,256,16,4,False,3.4715904023972928,256,2,32,1,True,True,True,2048,True,64,True,512,False,4,8,2048,True,16,1,8,1,4,8,1,False,10,3.4717055976027065,16,3.4716479999999996,12,16,4,True,2048,1024,4,512,False,1,2,1,16
26,1,32,DLMT,1,4,False,32,4,0.00014309437445265513,False,16,2,16,True,2.5733933108175635,512,16,4,32,False,True,False,2,True,1,True,256,False,8,16,1024,False,8,1,1,4,12,1,1,False,10,2.573570689182436,8,2.573482,16,16,2,True,1024,64,8,2,True,1,2,8,1
27,1,4,DLMT,8,2,True,1,2,0.0008528663435732664,False,16,8,8,True,3.0286743976770336,64,2,2048,16,True,False,False,16,False,256,False,256,True,16,1,2048,False,16,1,4,1,8,12,1,False,10,3.029731602322966,4,3.029203,1,2,2,True,1024,8,1,32,True,1,16,2,4
28,2,128,DLMT,8,8,True,1,4,0.00018764061394051896,False,4,2048,2,True,5.18639270127962,4,8,128,256,True,True,True,4,True,32,False,128,False,1,1,1024,True,16,1,16,1,1,1,1,False,10,5.1866252987203785,1,5.186508999999999,8,16,2,True,512,64,4,2048,False,1,8,8,4
29,32,128,DLMT,1,1,True,8,64,0.0002638654960391813,False,4,256,16,True,1.8778714574763582,2,1,32,128,True,False,False,256,False,128,False,1,True,8,4,2048,True,8,1,8,1,16,12,1,False,10,1.8781985425236416,8,1.878035,1,8,4,True,256,64,16,1024,True,1,2,2,4
30,8,512,DLMT,4,4,True,4,256,0.00018752066552784162,True,2048,2048,8,True,1.5239677756230512,1024,4,8,2048,False,False,False,1,True,256,False,256,True,16,1,1024,True,1,4,1,4,8,4,1,False,10,1.5242002243769484,4,1.5240839999999998,16,4,32,True,128,512,8,2048,True,4,1,1,1
31,512,2048,DLMT,8,1,True,16,8,0.0001323215779833149,True,4,128,1,False,2.223846987743299,8,2048,1,1024,True,False,False,1,True,1,True,4,True,16,16,2048,True,1,16,16,1,1,4,1,False,10,2.224011012256701,1,2.223929,12,2,8,True,32,64,8,256,True,12,32,1,1
32,128,64,DLMT,1,4,True,1,2,0.0016715923546127918,True,64,8,4,False,3.515566955362573,256,1,512,128,True,False,True,4,True,2,False,2048,False,8,4,2048,True,1,12,16,1,12,4,1,False,10,3.517639044637427,8,3.516603,16,4,2,True,256,2,8,8,False,8,4,32,1
33,2,2048,DLMT,1,8,True,1,1024,9.627564593393118e-05,False,64,1,32,True,3.715131328832918,256,1024,16,1024,True,False,False,1024,False,1,False,4,False,16,16,2048,False,1,12,4,1,4,1,16,False,10,3.7152506711670816,4,3.715191,16,16,2,True,1,1024,16,32,False,1,2,16,4
34,2,128,DLMT,4,4,True,32,256,0.00045023216233403717,True,2,32,1,False,1.9640799483424016,8,2,2048,512,True,True,True,16,True,1,False,256,True,4,16,256,False,8,1,1,4,1,12,1,False,10,1.9646380516575983,8,1.964359,16,1,16,True,32,2048,12,1024,True,12,1,4,1
35,512,32,DLMT,4,4,True,32,4,0.0013928747251637688,False,8,16,4,True,1.874756703164721,8,4,2048,16,True,False,True,1,False,1,False,512,True,12,8,128,False,8,1,8,1,1,16,1,False,10,1.8764832968352791,4,1.87562,8,16,1,True,8,256,12,256,True,16,4,2,1
36,2,256,DLMT,1,32,False,2,1,0.0004476036192883131,False,8,1,8,False,1.9171015775003235,2048,256,1,1024,True,True,True,256,True,1,False,16,False,8,4,1,True,1,4,4,1,16,1,4,False,10,1.9176564224996764,4,1.917379,12,1,4,True,512,2048,1,512,True,16,32,4,1
37,128,2048,DLMT,1,4,True,8,8,0.0005050594024469021,False,1,2,32,False,2.675291966691345,8,16,1,16,False,True,True,512,False,2048,True,2048,True,4,1,1,True,1,8,1,16,1,1,4,False,10,2.675918033308655,8,2.675605,16,16,4,True,512,512,8,16,False,12,1,2,1
38,1,256,DLMT,4,2,False,1,16,0.0001424815777565316,True,16,2,8,False,3.513578690625912,32,128,4,128,False,False,True,8,True,16,True,16,False,12,8,1,False,1,16,1,4,4,1,12,False,10,3.5137553093740888,8,3.5136670000000003,4,1,2,True,8,32,16,128,False,1,2,8,1
39,256,512,DLMT,4,2,False,2,32,0.0016000612488276814,False,2,4,2,True,3.593680289986594,4,8,256,2048,False,True,True,8,True,16,False,2048,True,1,12,1024,True,1,12,4,1,4,16,1,False,10,3.5956637100134063,4,3.594672,16,8,8,True,2048,32,1,1,False,4,2,2,1
40,512,1,DLMT,8,2,True,16,16,0.00041216986789434807,False,16,1,2,True,2.571878539163414,4,32,2048,32,True,False,True,256,False,64,True,512,True,16,12,4,False,1,4,1,12,4,8,1,False,10,2.5723894608365865,8,2.572134,1,1,8,True,256,128,8,256,False,1,8,4,16
41,512,512,DLMT,1,32,True,1,32,0.0028742679067893864,True,32,64,8,False,4.56985654302986,2,4,1,128,True,True,True,8,True,256,True,512,False,4,16,64,False,8,1,1,4,16,4,1,False,10,4.57341945697014,16,4.571638,8,32,4,True,1,64,8,256,False,1,16,2,4
42,1,1,DLMT,1,1,True,1,16,0.0007397540131692423,True,1,1,4,True,2.38424950413751,32,256,1024,16,True,True,False,128,False,2,True,256,True,8,16,32,False,1,8,1,4,16,1,1,False,10,2.3851664958624896,1,2.384708,1,2,32,True,2048,16,8,256,True,1,1,32,16
43,16,8,DLMT,16,2,True,32,512,0.0017864814580623462,False,2,2,2,True,5.571754747666988,128,4,1,2048,False,True,False,2,False,1,True,2,False,12,12,128,False,16,1,12,1,12,8,1,False,10,5.573969252333011,1,5.572862,1,8,4,True,64,2048,4,16,False,1,1,32,8
44,1,64,DLMT,16,2,False,2,2,0.0006228201987732132,True,1024,512,1,False,3.2041989791347816,16,2,1,1,True,False,True,1,True,4,False,1,False,8,16,256,True,8,1,8,1,8,1,12,False,10,3.204971020865219,8,3.2045850000000002,1,4,1,True,32,1024,12,512,True,12,1,16,1
45,1,128,DLMT,1,16,False,1,2,0.00010716342659692404,False,8,16,4,True,1.6491795806405507,128,64,1024,1024,False,True,True,16,True,4,True,2048,True,16,12,512,False,4,1,1,8,12,4,1,False,10,1.6493124193594497,16,1.6492460000000002,8,4,8,True,256,1,12,512,True,4,2,8,1
46,1,2048,DLMT,2,2,True,32,1024,0.0009132710441047323,True,2,16,16,False,3.415097959143716,2048,2048,2048,256,True,False,False,1,False,4,False,512,False,16,8,1,True,16,1,1,8,1,1,16,False,10,3.4162300408562833,8,3.4156639999999996,1,16,4,True,2048,1024,4,32,False,1,16,8,4
47,1,4,DLMT,1,2,False,2,4,0.0005556041756502732,False,128,1024,8,False,1.922657639292004,1,1,2048,1024,True,False,False,2048,True,8,True,1024,True,4,1,1024,True,1,4,1,16,8,1,4,False,10,1.9233463607079957,12,1.9230019999999999,16,1,4,True,1,4,16,2048,True,1,16,8,1
48,64,16,DLMT,16,32,True,2,64,0.0005862124188380454,False,2,1,2,False,3.455981668454929,16,2,1024,1,False,False,True,2,True,32,False,1024,False,8,1,1024,False,16,1,4,1,4,16,1,False,10,3.4567083315450713,4,3.4563450000000002,4,4,8,True,2048,2048,16,2048,True,1,8,16,12
49,4,64,DLMT,32,8,False,8,64,0.001487118018181493,False,1,16,1,True,2.9963382916398804,8,64,512,1024,True,False,True,32,True,2,True,2,False,16,1,256,True,1,8,1,1,8,1,4,False,10,2.998181708360119,4,2.99726,8,16,2,True,1024,1024,4,1024,False,1,2,1,8
50,1,256,DLMT,4,8,False,8,128,0.0009864527358165887,False,1,2048,16,False,1.8140996014947375,1024,1,1,16,False,True,False,16,True,512,False,512,False,4,4,2048,False,1,16,1,16,4,1,12,False,10,1.815322398505262,12,1.8147109999999997,8,4,16,True,64,256,8,1,True,8,32,4,1
51,1,32,DLMT,16,2,True,32,32,0.00017563883397471195,True,2,512,4,True,3.956650139923222,64,4,16,64,True,True,False,4,False,4,False,8,True,16,1,2048,False,1,8,1,1,12,4,1,False,10,3.956867860076777,8,3.9567589999999995,16,32,2,True,8,128,1,512,False,16,2,4,1
52,512,16,DLMT,32,2,True,2,256,0.0030622449281531914,True,256,64,2,False,2.063478035805831,8,8,512,1,True,True,True,128,True,16,True,64,True,16,1,256,False,4,1,4,1,16,1,8,False,10,2.067273964194169,1,2.065376,16,32,1,True,128,1,4,1,True,1,32,1,16
53,1,32,DLMT,8,32,False,1,256,0.00018364095403816428,False,64,32,4,False,4.66627218024896,8,32,2048,1,True,True,True,8,True,128,True,128,True,4,4,512,True,1,4,1,4,1,1,8,False,10,4.66649981975104,8,4.666386,16,16,2,True,2048,1,16,128,False,8,8,2,1
54,2048,1,DLMT,1,8,False,16,1,0.0008134273169742412,True,4,64,8,True,2.067019841789798,16,512,2048,2048,False,True,True,512,True,512,True,1,False,8,12,64,False,1,12,1,16,16,1,16,False,10,2.0680281582102014,16,2.0675239999999997,1,4,2,True,1,128,1,2048,True,12,8,8,1
55,32,512,DLMT,2,4,False,16,8,8.149233092747521e-05,False,128,512,4,True,4.3655324914581195,1,16,1,128,True,True,True,8,True,1,False,64,True,1,16,64,True,16,1,1,4,16,4,1,False,10,4.365633508541879,4,4.365582999999999,1,8,1,True,512,64,16,2048,False,12,1,32,1
56,2048,16,DLMT,2,16,False,4,256,0.00048815980989836777,False,16,256,4,False,1.799927440974854,8,8,1,2048,True,False,False,128,False,16,False,512,True,1,12,512,False,1,16,1,8,12,1,12,False,10,1.8005325590251455,16,1.8002299999999998,16,8,2,True,2048,2048,16,2048,True,1,2,32,12
57,256,8,DLMT,2,32,False,4,1,0.0004976544986233021,True,512,32,32,True,6.419941556213949,1024,2,256,1,False,True,False,1,True,1,True,8,False,1,16,2048,False,16,1,1,16,12,1,16,False,10,6.420558443786051,8,6.42025,8,32,1,True,2,32,12,1,False,1,32,2,16
58,32,256,DLMT,16,1,False,1,2048,0.00024861415888883295,False,2,512,4,True,2.5581069101793603,1,8,2048,4,False,True,False,128,False,1,False,2,True,4,8,512,True,1,12,1,12,8,1,8,False,10,2.5584150898206404,12,2.5582610000000003,16,16,4,True,256,2048,8,1,True,1,2,32,4
59,512,1,DLMT,1,1,True,16,2,0.0018090152017049405,False,8,1,32,False,5.99145678136462,512,2,1024,16,False,False,False,2,False,2,False,16,False,16,1,512,False,1,4,4,1,8,1,8,False,10,5.99369921863538,1,5.992578,1,2,16,True,256,1,1,2,True,1,4,1,1
60,2,512,DLMT,4,4,False,2,4,0.00023046908686412813,True,4,1,16,True,2.458219156404862,1024,256,2048,64,True,True,False,4,True,2,True,2048,True,12,1,2048,False,12,1,16,1,4,16,1,False,10,2.458504843595138,1,2.458362,4,4,32,True,128,512,4,128,True,1,4,2,12
61,16,64,DLMT,4,2,True,4,2,0.0013793204848765739,False,1024,4,2,True,2.0924001040155176,2,4,2048,1,True,False,True,16,True,16,False,1024,True,16,4,128,False,1,8,1,8,16,1,4,False,10,2.0941098959844826,16,2.093255,12,2,4,True,16,1024,4,2048,True,4,1,2,1
62,2048,16,DLMT,16,4,False,2,2048,0.00017242099640125364,False,128,32,8,True,1.5937941343229658,4,8,1,256,True,False,True,64,False,128,False,1024,False,12,8,1,False,8,1,1,4,4,16,1,False,10,1.5940078656770347,12,1.5939010000000002,4,4,1,True,64,2048,1,1,True,1,16,1,16
63,32,1,DLMT,1,4,False,8,128,0.00014751271131671932,True,512,8,2,False,2.768578572354324,1024,128,1,2048,False,False,False,256,True,4,True,1,False,12,4,1024,False,4,1,1,1,16,1,16,False,10,2.7687614276456762,4,2.76867,16,32,4,True,512,256,1,1024,False,1,4,32,4
64,64,512,DLMT,32,8,False,16,32,0.0003766443946218325,True,64,1024,1,True,2.1781495576752676,8,512,1,512,False,False,True,2048,False,16,False,1,True,12,12,128,False,16,1,1,8,16,1,4,False,10,2.178616442324732,4,2.1783829999999997,1,4,4,True,1,1,8,1,True,4,32,1,1
65,16,512,DLMT,4,32,True,2,256,0.00015917286200860397,False,2,1,4,False,4.497033345450848,256,2,1,1,True,False,True,32,False,128,True,256,True,4,12,512,True,1,4,1,1,16,12,1,False,10,4.497230654549149,12,4.497131999999999,12,32,1,True,256,512,16,2,False,1,16,4,16
66,128,1,DLMT,8,8,False,2,1,0.0008973159978514508,True,512,512,8,True,2.686265848002124,256,2048,1,1024,False,False,False,32,False,4,True,256,False,16,16,1,False,16,1,16,1,1,1,16,False,10,2.6873781519978754,8,2.686822,1,2,8,True,2048,1024,16,512,False,1,2,2,12
67,2048,128,DLMT,2,16,True,2,8,0.00015066851031321732,False,128,1,2,False,3.4859396164057834,8,8,1,128,True,True,False,4,True,4,True,64,True,1,1,8,False,1,1,12,1,16,1,4,False,10,3.4861263835942173,12,3.4860330000000004,1,1,16,True,512,2048,4,4,False,12,16,8,1
68,32,256,DLMT,1,1,True,4,256,0.00028902595039204554,True,8,64,16,True,2.7497488631517397,2,2,64,8,True,False,True,4,True,16,True,256,False,16,4,32,False,1,8,1,12,8,1,12,False,10,2.7501071368482597,4,2.7499279999999997,16,4,1,True,32,2048,1,128,True,1,2,8,4
69,1,8,DLMT,1,4,True,4,4,0.0024000008333331375,True,32,256,8,True,3.517906491405974,8,2,16,64,False,False,True,32,True,2048,False,2048,False,4,12,2048,True,1,16,1,16,16,1,12,False,10,3.520881508594027,12,3.5193940000000006,12,2,16,True,64,1,12,256,False,1,8,2,8
70,64,64,DLMT,4,16,True,8,1,0.00024340090386027296,False,2,2048,16,True,2.7560251413289287,1024,32,128,1,True,True,True,1,False,8,True,32,True,1,4,1024,True,12,1,1,1,4,1,8,False,10,2.756326858671071,1,2.756176,4,32,4,True,64,16,12,2048,True,12,2,32,1
71,16,8,DLMT,4,1,True,2,2,0.00014298601330195782,False,4,1024,4,False,4.581466377979266,8,1,16,64,True,True,False,8,False,2048,True,2048,False,4,4,256,True,8,1,1,1,1,12,1,False,10,4.581643622020733,4,4.581555,4,2,8,True,32,4,8,2048,False,1,2,8,12
72,1,1024,DLMT,8,16,True,2,2048,0.00017182549286994932,True,1,512,2,True,2.723329503413096,1,32,512,128,False,False,False,16,False,8,False,128,True,4,8,1024,False,1,4,8,1,8,1,1,False,10,2.7235424965869046,12,2.7234360000000004,8,4,4,True,512,2048,1,512,False,1,2,4,8
73,128,128,DLMT,8,4,True,4,2,0.001352615614282227,True,256,2,8,False,3.47857065556165,8,64,512,512,False,False,False,4,False,2,False,128,False,8,8,2048,True,4,1,1,8,8,16,1,False,10,3.4802473444383493,1,3.4794089999999995,4,8,1,True,4,2048,12,1024,True,1,32,1,4
74,512,16,DLMT,4,4,False,8,16,0.00039572717874817204,False,8,4,2,False,5.034134730260464,1,2,512,16,True,True,True,4,False,256,True,512,True,16,12,2,False,16,1,4,1,1,1,4,False,10,5.034625269739537,12,5.0343800000000005,16,2,32,True,16,128,8,8,False,4,8,1,1
75,4,2048,DLMT,16,32,False,2,512,0.0015339260086458012,False,16,2048,1,False,2.2136902802799185,4,512,512,16,False,True,True,256,True,256,True,2048,True,16,12,2048,False,1,12,1,16,1,4,1,False,10,2.215591719720081,4,2.214641,1,1,8,True,256,1024,8,1,True,1,2,1,12
76,1024,2048,DLMT,16,1,False,1,32,0.00014333178293738562,False,4,4,1,True,2.181745163672964,16,1024,1024,128,True,True,True,64,True,2,True,1024,False,12,8,16,True,1,4,1,12,4,1,16,False,10,2.1819228363270358,16,2.181834,16,16,1,True,2048,64,8,16,True,16,2,4,1
77,256,1,DLMT,1,16,True,8,2,0.0028113562563289968,False,4,16,4,True,3.8497635353582886,1,2048,512,512,True,True,True,16,False,4,False,64,True,1,8,1024,False,1,8,1,16,12,1,4,False,10,3.8532484646417107,16,3.8515059999999997,1,2,8,True,16,256,8,256,False,1,4,32,4
78,4,2,DLMT,4,16,False,8,2,0.0005541164137616115,False,512,2,1,True,4.144601561399432,4,2,32,1,True,True,False,256,True,8,False,1,True,12,8,128,True,1,12,16,1,16,4,1,False,10,4.145288438600568,12,4.144945,16,32,1,True,1024,32,4,2048,False,1,16,1,1
79,1,512,DLMT,1,2,False,1,256,0.0020430518838247557,False,1,1,1,True,3.3291207265916647,8,16,1024,64,False,False,True,16,True,32,False,1,True,4,12,128,True,4,1,16,1,8,1,4,False,10,3.3316532734083344,16,3.3303869999999995,12,4,8,True,1,2048,1,128,False,16,2,4,1
80,1024,1,DLMT,32,1,False,4,64,0.00012773409881470802,False,128,1,2,True,2.983952831040099,1,4,2048,1024,True,True,False,32,False,1,False,64,True,12,1,32,True,8,1,1,8,4,4,1,False,10,2.984111168959901,12,2.984032,12,1,4,True,256,2048,8,512,False,1,32,2,12
81,8,1024,DLMT,1,1,True,2,2,0.001820747374019816,False,2,8,1,False,2.3549785098225007,1,16,1024,1,False,True,False,2,False,64,True,512,False,8,4,512,True,12,1,1,12,1,4,1,False,10,2.357235490177499,4,2.3561069999999997,4,2,32,True,256,256,1,128,True,12,1,4,1
82,256,16,DLMT,4,8,False,2,2048,0.0020895875191051095,False,32,8,32,True,3.142496884036093,2048,4,1024,64,True,True,True,4,False,2,True,2,False,8,16,1,True,12,1,12,1,8,1,1,False,10,3.1450871159639067,1,3.143792,8,4,8,True,8,2048,16,256,False,1,32,4,4
83,256,1,DLMT,1,2,True,8,64,0.00013244244032783507,True,1024,16,16,False,3.0496609128334184,128,512,2048,2048,True,True,True,1,False,8,False,32,True,1,12,1,False,1,16,1,16,16,1,12,False,10,3.0498250871665813,16,3.049743,4,1,8,True,64,1024,4,128,False,4,32,1,1
84,1,2048,DLMT,16,8,False,8,1,0.0006614899848070326,True,8,32,2,True,2.130329011793497,512,32,64,256,True,True,False,8,True,64,True,256,True,16,12,1,False,1,16,12,1,12,1,4,False,10,2.1311489882065024,4,2.1307389999999997,12,8,1,True,32,4,4,1,True,1,1,16,1
85,1,2048,DLMT,16,32,False,1,32,0.0009211927051382935,False,4,1,1,True,2.50134104933756,256,1,8,1,False,True,False,1,False,1,False,1024,True,1,12,256,False,1,12,1,16,12,16,1,False,10,2.50248295066244,12,2.501912,16,4,32,True,256,128,8,1024,True,1,4,32,16
86,32,128,DLMT,1,2,False,8,256,0.00033033316515312055,False,4,128,1,True,2.342765261145233,1,4,32,64,True,True,False,16,False,4,True,512,True,1,4,2048,True,1,1,4,1,16,1,1,False,10,2.3431747388547675,16,2.34297,8,8,1,True,32,512,12,1024,True,1,1,2,8
87,32,4,DLMT,8,4,True,8,2,0.00013663454907152363,False,1024,2,1,True,5.282284314585244,64,2,128,2048,True,True,True,1,False,1024,False,1,True,4,4,1,True,1,4,8,1,4,12,1,False,10,5.282453685414755,1,5.282368999999999,12,1,1,True,32,32,12,256,False,1,4,16,1
88,8,16,DLMT,2,1,False,1,256,0.002052539889989907,True,32,128,1,False,4.432377845972577,2,4,1024,1,True,False,False,16,False,256,True,256,True,8,16,256,True,1,4,12,1,12,8,1,False,10,4.434922154027423,16,4.43365,16,16,4,True,32,1024,12,128,False,1,32,4,1
